"SITE_ID","YEAR","WEEK","DATEON","DATEOFF","SO2_CONC","SO4_CONC","NO3_CONC","HNO3_CONC","TNO3_CONC","NH4_CONC","CA_CONC","NA_CONC","MG_CONC","K_CONC","CL_CONC"
"PIN414","2018.0","12.0","03/20/2018 09:00:00","03/27/2018 08:00:00","0.187","0.385","0.379","0.165","0.541","0.096","0.059","0.725","0.088","0.056","1.159"
"PIN414","2014.0","13.0","03/25/2014 09:00:00","04/01/2014 08:00:00","0.172","0.837","0.417","0.162","0.576","0.108","0.077","0.809","0.103","0.059","1.011"
"PIN414","2011.0","12.0","03/22/2011 09:00:00","03/29/2011 08:00:00","0.12","0.604","0.494","0.067","0.56","0.117","0.088","0.799","0.108","0.055","1.145"
"PIN414","2018.0","11.0","03/13/2018 09:00:00","03/20/2018 08:00:00","0.107","0.237","0.269","0.083","0.351","0.069","0.034","0.294","0.038","0.041","0.396"
"PIN414","1999.0","12.0","03/16/1999 09:00:00","03/23/1999 08:00:00","","","","","","","","","","",""
"PIN414","2008.0","13.0","03/25/2008 09:00:00","04/01/2008 08:00:00","0.352","1.068","0.979","0.708","1.675","0.196","0.137","1.107","0.155","0.083","1.486"
"PIN414","1997.0","11.0","03/11/1997 09:00:00","03/18/1997 08:00:00","0.331","1.167","1.0","1.479","2.456","0.278","","","","",""
"PIN414","2007.0","12.0","03/20/2007 09:00:00","03/27/2007 08:00:00","0.232","0.701","1.103","0.44","1.536","0.126","0.098","0.57","0.084","0.052","0.539"
"PIN414","2005.0","10.0","03/08/2005 09:00:00","03/15/2005 08:00:00","0.298","1.083","0.242","2.046","2.255","0.307","0.116","0.124","0.028","0.052","0.016"
"PIN414","2010.0","11.0","03/09/2010 09:00:00","03/16/2010 08:00:00","0.23","0.468","0.671","0.185","0.854","0.088","0.069","0.623","0.079","0.045","0.764"
"PIN414","2003.0","12.0","03/18/2003 09:00:00","03/25/2003 08:00:00","0.208","0.778","1.56","0.377","1.931","0.108","0.112","0.858","0.12","0.063",""
"PIN414","2006.0","11.0","03/14/2006 09:00:00","03/21/2006 08:00:00","0.172","0.645","0.449","0.077","0.524","0.093","0.092","0.76","0.109","0.063","1.133"
"PIN414","1998.0","11.0","03/10/1998 09:00:00","03/17/1998 08:00:00","0.234","0.891","1.141","1.34","2.459","0.307","","","","",""
"PIN414","2013.0","13.0","03/26/2013 09:00:00","04/02/2013 08:00:00","0.154","0.652","0.431","0.272","0.699","0.153","0.105","0.316","0.053","0.051","0.319"
"PIN414","1998.0","10.0","03/03/1998 09:00:00","03/10/1998 08:00:00","0.219","0.35","0.644","0.588","1.223","0.112","","","","",""
"PIN414","2008.0","11.0","03/11/2008 09:00:00","03/18/2008 08:00:00","0.291","0.612","0.947","0.512","1.45","0.114","0.087","0.617","0.086","0.045","0.569"
"PIN414","2001.0","13.0","03/27/2001 09:00:00","04/03/2001 08:00:00","0.246","1.03","1.47","0.9","2.355","0.152","0.174","0.889","0.129","0.077",""
"PIN414","2016.0","12.0","03/15/2016 09:00:00","03/22/2016 08:00:00","0.164","0.605","0.502","0.451","0.946","0.091","0.152","0.431","0.073","0.06","0.457"
"PIN414","2014.0","12.0","03/18/2014 09:00:00","03/25/2014 08:00:00","0.314","1.089","1.417","0.488","1.897","0.18","0.253","1.262","0.18","0.107","1.407"
"PIN414","2014.0","10.0","03/04/2014 09:00:00","03/11/2014 08:00:00","0.187","0.498","0.892","0.414","1.3","0.098","0.081","0.69","0.089","0.069","0.701"
"PIN414","1999.0","13.0","03/23/1999 09:00:00","03/30/1999 08:00:00","0.247","1.049","1.541","0.462","1.996","0.223","","","","",""
"PIN414","2016.0","11.0","03/08/2016 09:00:00","03/15/2016 08:00:00","0.161","0.529","0.529","0.081","0.609","0.073","0.087","0.886","0.117","0.062","1.414"
"PIN414","2000.0","10.0","03/07/2000 09:00:00","03/14/2000 08:00:00","0.319","0.884","1.447","0.484","1.923","0.162","0.063","0.635","0.085","0.051",""
"PIN414","2004.0","10.0","03/02/2004 09:00:00","03/09/2004 08:00:00","0.335","0.862","1.39","0.884","2.26","0.193","0.11","0.573","0.079","0.055","0.2"
"PIN414","2011.0","13.0","03/29/2011 09:00:00","04/05/2011 08:00:00","0.207","0.645","0.599","0.443","1.035","0.103","0.129","0.486","0.076","0.062","0.385"
"PIN414","1999.0","10.0","03/02/1999 09:00:00","03/09/1999 08:00:00","0.209","0.884","1.531","0.331","1.857","0.251","","","","",""
"PIN414","2003.0","13.0","03/25/2003 09:00:00","04/01/2003 08:00:00","0.376","0.624","0.952","0.769","1.709","0.167","0.131","0.422","0.066","0.052",""
"PIN414","2001.0","11.0","03/13/2001 09:00:00","03/20/2001 08:00:00","0.267","1.03","1.396","1.166","2.543","0.184","0.097","0.616","0.086","0.061",""
"PIN414","2016.0","10.0","03/01/2016 09:00:00","03/08/2016 08:00:00","0.189","0.44","0.372","0.252","0.619","0.062","0.09","0.641","0.085","0.05","0.981"
"PIN414","1996.0","11.0","03/12/1996 09:00:00","03/19/1996 08:00:00","0.199","0.725","0.585","1.467","2.029","0.203","","","","",""
"PIN414","2014.0","11.0","03/11/2014 09:00:00","03/18/2014 08:00:00","0.236","0.715","0.892","0.454","1.339","0.143","0.196","0.509","0.08","0.068","0.354"
"PIN414","1998.0","13.0","03/24/1998 09:00:00","03/31/1998 08:00:00","0.192","0.608","0.53","0.12","0.648","0.117","","","","",""
"PIN414","2016.0","13.0","03/22/2016 09:00:00","03/29/2016 08:00:00","0.214","0.663","0.877","0.265","1.137","0.075","0.123","1.273","0.167","0.085","1.817"
"PIN414","2009.0","12.0","03/17/2009 09:00:00","03/24/2009 08:00:00","0.277","0.879","1.019","0.764","1.771","0.073","0.265","0.723","0.122","0.071","0.724"
"PIN414","1999.0","14.0","03/30/1999 09:00:00","04/06/1999 08:00:00","0.196","0.796","0.713","0.237","0.945","0.13","","","","",""
"PIN414","2015.0","12.0","03/17/2015 09:00:00","03/24/2015 08:00:00","0.325","0.621","0.86","0.464","1.317","0.127","0.142","0.539","0.085","0.056","0.435"
"PIN414","2000.0","12.0","03/21/2000 09:00:00","03/28/2000 08:00:00","0.326","1.269","1.843","0.631","2.464","0.231","0.153","0.962","0.136","0.078",""
"PIN414","2003.0","11.0","03/11/2003 09:00:00","03/18/2003 08:00:00","0.136","0.507","0.4","0.417","0.81","0.106","0.079","0.75","0.101","0.048",""
"PIN414","2002.0","10.0","03/05/2002 09:00:00","03/12/2002 08:00:00","0.262","0.65","1.294","0.466","1.753","0.143","0.094","0.608","0.082","0.049",""
"PIN414","2011.0","9.0","03/01/2011 09:00:00","03/08/2011 08:00:00","0.149","0.441","0.553","0.371","0.918","0.116","0.059","0.43","0.057","0.034","0.463"
"PIN414","2017.0","11.0","03/14/2017 09:00:00","03/21/2017 08:00:00","0.429","0.682","0.516","0.663","1.168","0.234","0.136","0.147","0.037","0.061","0.068"
"PIN414","2015.0","10.0","03/03/2015 09:00:00","03/10/2015 08:00:00","0.513","0.699","0.586","0.722","1.297","0.24","0.171","0.218","0.051","0.069","0.032"
"PIN414","2004.0","12.0","03/16/2004 09:00:00","03/23/2004 08:00:00","0.29","1.458","0.745","2.211","2.92","0.38","0.163","0.241","0.056","0.06","0.016"
"PIN414","2005.0","12.0","03/22/2005 09:00:00","03/29/2005 08:00:00","0.18","0.908","0.572","0.205","0.774","0.148","0.069","0.808","0.106","0.065","1.024"
"PIN414","2003.0","10.0","03/04/2003 09:00:00","03/11/2003 08:00:00","0.326","1.499","1.152","1.368","2.499","0.356","0.152","0.408","0.075","0.061",""
"PIN414","2004.0","11.0","03/09/2004 09:00:00","03/16/2004 08:00:00","0.406","0.927","0.58","1.445","2.001","0.21","0.181","0.243","0.046","0.061","0.017"
"PIN414","2005.0","9.0","03/01/2005 09:00:00","03/08/2005 08:00:00","0.216","0.752","0.45","0.932","1.367","0.225","0.046","0.183","0.028","0.041","0.019"
"PIN414","2005.0","11.0","03/15/2005 09:00:00","03/22/2005 08:00:00","0.237","0.974","0.386","0.268","0.65","0.12","0.144","0.531","0.081","0.057","0.611"
"PIN414","2007.0","11.0","03/13/2007 09:00:00","03/20/2007 08:00:00","0.278","0.809","0.919","1.22","2.12","0.112","0.14","0.364","0.072","0.051","0.035"
"PIN414","2000.0","13.0","03/28/2000 09:00:00","04/04/2000 08:00:00","0.295","1.452","1.369","0.711","2.069","0.179","0.29","0.638","0.114","0.089",""
"PIN414","2017.0","12.0","03/21/2017 09:00:00","03/28/2017 08:00:00","0.684","0.534","0.541","0.126","0.666","0.113","0.062","0.723","0.088","0.069","1.051"
"PIN414","2003.0","14.0","04/01/2003 09:00:00","04/08/2003 08:00:00","0.2","0.79","0.787","0.282","1.065","0.196","0.073","0.567","0.078","0.048",""
"PIN414","1997.0","14.0","04/01/1997 09:00:00","04/08/1997 08:00:00","0.286","1.337","1.585","0.466","2.044","0.197","","","","",""
"PIN414","2015.0","17.0","04/21/2015 09:00:00","04/28/2015 08:00:00","0.233","0.94","0.937","0.32","1.252","0.169","0.133","1.035","0.138","0.065","1.165"
"PIN414","2002.0","18.0","04/30/2002 09:00:00","05/07/2002 08:00:00","0.295","1.343","1.43","0.823","2.24","0.19","0.149","0.948","0.136","0.068",""
"PIN414","2013.0","14.0","04/02/2013 09:00:00","04/09/2013 08:00:00","0.157","0.694","0.601","0.527","1.12","0.126","0.109","0.715","0.097","0.057","0.882"
"PIN414","2004.0","15.0","04/06/2004 09:00:00","04/13/2004 08:00:00","0.373","1.54","1.287","1.103","2.372","0.378","0.171","0.556","0.094","0.079","0.089"
"PIN414","2015.0","16.0","04/14/2015 09:00:00","04/21/2015 08:00:00","0.384","1.004","0.966","0.487","1.445","0.213","0.216","0.713","0.111","0.068","0.662"
"PIN414","2014.0","18.0","04/29/2014 09:00:00","05/06/2014 08:00:00","0.516","1.041","0.603","0.643","1.236","0.26","0.219","0.584","0.093","0.065","0.669"
"PIN414","2008.0","16.0","04/15/2008 09:00:00","04/22/2008 08:00:00","0.403","1.542","1.11","0.603","1.703","0.215","0.245","1.325","0.198","0.117","1.569"
"PIN414","2010.0","17.0","04/20/2010 09:00:00","04/27/2010 08:00:00","0.205","1.09","1.07","0.351","1.416","0.167","0.154","0.766","0.114","0.077","0.527"
"PIN414","2013.0","16.0","04/16/2013 09:00:00","04/23/2013 08:00:00","0.289","1.035","0.876","0.557","1.423","0.264","0.228","0.614","0.107","0.077","0.526"
"PIN414","2002.0","17.0","04/23/2002 09:00:00","04/30/2002 08:00:00","0.204","1.459","0.989","0.477","1.458","0.31","0.154","0.825","0.119","0.069",""
"PIN414","2010.0","18.0","04/27/2010 09:00:00","05/04/2010 08:00:00","0.196","0.734","0.815","0.239","1.05","0.109","0.114","1.084","0.148","0.073","1.448"
"PIN414","2018.0","15.0","04/10/2018 09:00:00","04/17/2018 08:00:00","0.187","0.598","0.702","0.199","0.897","0.091","0.137","0.783","0.111","0.064","1.051"
"PIN414","2003.0","15.0","04/08/2003 09:00:00","04/15/2003 08:00:00","0.225","0.701","0.565","0.771","1.323","0.158","0.076","0.437","0.062","0.039",""
"PIN414","2011.0","14.0","04/05/2011 09:00:00","04/12/2011 08:00:00","0.193","1.314","1.054","0.301","1.35","0.276","0.116","1.191","0.158","0.083","1.395"
"PIN414","2014.0","16.0","04/15/2014 09:00:00","04/22/2014 08:00:00","0.338","1.306","1.544","0.474","2.01","0.186","0.215","1.128","0.18","0.117","0.851"
"PIN414","2015.0","18.0","04/28/2015 09:00:00","05/05/2015 08:00:00","0.374","1.369","1.649","0.568","2.208","0.231","0.189","1.145","0.16","0.085","0.814"
"PIN414","2019.0","15.0","04/09/2019 09:00:00","04/16/2019 08:00:00","0.187","0.636","0.831","0.232","1.06","0.079","0.133","1.035","0.14","0.087","1.376"
"PIN414","1999.0","18.0","04/27/1999 09:00:00","05/04/1999 08:00:00","0.368","1.694","1.453","0.5","1.945","0.222","","","","",""
"PIN414","2017.0","16.0","04/18/2017 09:00:00","04/25/2017 08:00:00","0.308","0.78","0.876","0.291","1.162","0.159","0.096","0.735","0.1","0.09","0.799"
"PIN414","2003.0","18.0","04/29/2003 09:00:00","05/06/2003 08:00:00","0.212","0.947","1.044","0.421","1.458","0.185","0.087","0.722","0.099","0.055",""
"PIN414","1997.0","15.0","04/08/1997 09:00:00","04/15/1997 08:00:00","0.316","0.926","1.361","0.492","1.845","0.14","","","","",""
"PIN414","2001.0","16.0","04/17/2001 09:00:00","04/24/2001 08:00:00","0.293","1.185","1.349","0.728","2.065","0.25","0.25","0.508","0.107","0.079",""
"PIN414","2005.0","14.0","04/05/2005 09:00:00","04/12/2005 08:00:00","0.257","1.362","1.071","0.482","1.545","0.236","0.131","0.912","0.132","0.079","0.95"
"PIN414","2009.0","18.0","04/28/2009 09:00:00","05/05/2009 08:00:00","0.189","1.255","0.605","0.386","0.985","0.174","0.1","0.558","0.082","0.05","0.322"
"PIN414","2001.0","15.0","04/10/2001 09:00:00","04/17/2001 08:00:00","0.25","1.281","1.35","0.311","1.656","0.206","0.33","1.066","0.17","0.097",""
"PIN414","2007.0","14.0","04/03/2007 09:00:00","04/10/2007 08:00:00","0.427","1.227","1.123","1.538","2.636","0.169","0.166","0.666","0.109","0.075","0.549"
"PIN414","2001.0","17.0","04/24/2001 09:00:00","05/01/2001 08:00:00","0.326","1.176","1.386","1.1","2.468","0.289","0.24","0.53","0.1","0.067",""
"PIN414","2012.0","16.0","04/17/2012 09:00:00","04/24/2012 08:00:00","0.24","0.899","0.399","0.86","1.245","0.196","0.114","0.181","0.043","0.047","0.016"
"PIN414","2003.0","16.0","04/15/2003 09:00:00","04/22/2003 08:00:00","0.267","1.126","0.991","0.38","1.365","0.238","0.115","0.683","0.101","0.07",""
"PIN414","2013.0","17.0","04/23/2013 09:00:00","04/30/2013 08:00:00","0.257","1.371","0.884","0.877","1.747","0.314","0.277","0.491","0.105","0.081","0.212"
"PIN414","2016.0","15.0","04/05/2016 09:00:00","04/12/2016 08:00:00","0.136","0.769","0.752","0.223","0.971","0.149","0.131","0.489","0.075","0.061","0.385"
"PIN414","2012.0","17.0","04/24/2012 09:00:00","05/01/2012 08:00:00","0.253","0.771","1.104","0.503","1.599","0.155","0.14","0.676","0.098","0.069","0.519"
"PIN414","2014.0","15.0","04/08/2014 09:00:00","04/15/2014 08:00:00","0.365","1.393","1.012","0.705","1.705","0.217","0.179","0.781","0.136","0.081","0.532"
"PIN414","2016.0","16.0","04/12/2016 09:00:00","04/19/2016 08:00:00","0.383","0.859","0.693","0.332","1.02","0.18","0.151","0.808","0.109","0.079","0.984"
"PIN414","2013.0","18.0","04/30/2013 09:00:00","05/07/2013 08:00:00","0.382","1.767","1.148","0.546","1.685","0.311","0.374","1.178","0.189","0.127","1.305"
"PIN414","2019.0","16.0","04/16/2019 09:00:00","04/23/2019 08:00:00","0.288","0.584","0.687","0.448","1.128","0.103","0.111","0.635","0.09","0.066","0.624"
"PIN414","2004.0","17.0","04/20/2004 09:00:00","04/27/2004 08:00:00","0.582","1.115","0.823","0.686","1.498","0.303","0.171","0.457","0.082","0.065","0.369"
"PIN414","1999.0","17.0","04/20/1999 09:00:00","04/27/1999 08:00:00","0.31","1.333","1.729","0.698","2.416","0.215","","","","",""
"PIN414","2011.0","15.0","04/12/2011 09:00:00","04/19/2011 08:00:00","0.198","1.26","1.074","0.36","1.428","0.272","0.141","0.57","0.09","0.068","0.302"
"PIN414","1997.0","18.0","04/29/1997 09:00:00","05/06/1997 08:00:00","0.52","1.036","1.631","0.947","2.563","0.257","","","","",""
"PIN414","2000.0","16.0","04/18/2000 09:00:00","04/25/2000 08:00:00","0.373","1.02","1.392","1.183","2.556","0.22","0.115","0.708","0.1","0.055",""
"PIN414","1999.0","15.0","04/06/1999 09:00:00","04/13/1999 08:00:00","0.193","0.847","0.849","0.268","1.113","0.144","","","","",""
"PIN414","2008.0","15.0","04/08/2008 09:00:00","04/15/2008 08:00:00","0.457","1.253","0.921","0.559","1.472","0.32","0.21","0.557","0.099","0.081","0.383"
"PIN414","2017.0","15.0","04/11/2017 09:00:00","04/18/2017 08:00:00","0.187","0.586","0.498","0.199","0.694","0.161","0.074","0.435","0.061","0.065","0.501"
"PIN414","2008.0","17.0","04/22/2008 09:00:00","04/29/2008 08:00:00","0.369","1.123","0.91","0.683","1.582","0.299","0.162","0.493","0.084","0.073","0.275"
"PIN414","1998.0","16.0","04/14/1998 09:00:00","04/21/1998 08:00:00","0.25","0.981","1.383","0.976","2.344","0.144","","","","",""
"PIN414","2000.0","17.0","04/25/2000 09:00:00","05/02/2000 08:00:00","0.512","0.935","1.588","1.058","2.63","0.188","0.223","0.759","0.13","0.083",""
"PIN414","2019.0","17.0","04/23/2019 09:00:00","04/30/2019 08:00:00","0.235","1.069","1.132","0.338","1.465","0.113","0.185","1.198","0.166","0.096","1.266"
"PIN414","1997.0","16.0","04/15/1997 09:00:00","04/22/1997 08:00:00","0.339","0.746","0.71","1.11","1.802","0.179","","","","",""
"PIN414","2006.0","14.0","04/04/2006 09:00:00","04/11/2006 08:00:00","0.164","0.662","0.518","0.105","0.622","0.125","0.053","0.566","0.075","0.044","0.686"
"PIN414","2007.0","17.0","04/24/2007 09:00:00","05/01/2007 08:00:00","0.482","1.352","1.612","0.858","2.456","0.288","0.191","0.758","0.121","0.072","0.481"
"PIN414","2012.0","14.0","04/03/2012 09:00:00","04/10/2012 08:00:00","0.365","1.505","0.808","0.426","1.227","0.389","0.268","0.721","0.124","0.083","0.87"
"PIN414","2011.0","16.0","04/19/2011 09:00:00","04/26/2011 08:00:00","0.164","0.861","0.75","0.213","0.96","0.163","0.11","0.642","0.091","0.064","0.68"
"PIN414","2018.0","17.0","04/24/2018 09:00:00","05/01/2018 08:00:00","0.191","1.282","1.054","0.251","1.301","0.239","0.197","1.12","0.163","0.089","1.341"
"PIN414","2015.0","15.0","04/07/2015 09:00:00","04/14/2015 08:00:00","0.421","0.577","0.607","0.382","0.982","0.157","0.117","0.485","0.073","0.046","0.507"
"PIN414","2011.0","17.0","04/26/2011 09:00:00","05/03/2011 08:00:00","0.311","0.885","0.886","0.468","1.346","0.214","0.164","0.799","0.117","0.074","0.898"
"PIN414","1996.0","14.0","04/02/1996 09:00:00","04/09/1996 08:00:00","0.333","0.924","1.037","1.22","2.238","0.233","","","","",""
"PIN414","2006.0","17.0","04/25/2006 09:00:00","05/02/2006 08:00:00","0.306","1.488","1.235","1.401","2.614","0.129","0.179","0.736","0.127","0.082","0.105"
"PIN414","2010.0","15.0","04/06/2010 09:00:00","04/13/2010 08:00:00","0.179","1.228","1.061","0.358","1.414","0.15","0.174","1.136","0.168","0.099","1.309"
"PIN414","2010.0","16.0","04/13/2010 09:00:00","04/20/2010 08:00:00","0.212","1.173","1.345","0.553","1.889","0.284","0.147","0.534","0.091","0.062","0.145"
"PIN414","2005.0","16.0","04/19/2005 09:00:00","04/26/2005 08:00:00","0.344","1.161","1.282","0.563","1.837","0.242","0.14","0.566","0.092","0.06","0.174"
"PIN414","2007.0","16.0","04/17/2007 09:00:00","04/24/2007 08:00:00","0.207","0.863","0.966","0.317","1.278","0.144","0.081","0.699","0.094","0.05","0.754"
"PIN414","1996.0","16.0","04/16/1996 09:00:00","04/23/1996 08:00:00","0.15","0.977","1.308","0.407","1.709","0.155","","","","",""
"PIN414","1998.0","17.0","04/21/1998 09:00:00","04/28/1998 08:00:00","0.367","1.326","1.232","0.899","2.116","0.253","","","","",""
"PIN414","2012.0","15.0","04/10/2012 09:00:00","04/17/2012 08:00:00","0.134","0.733","0.439","0.165","0.601","0.138","0.07","0.825","0.104","0.057","1.189"
"PIN414","2002.0","14.0","04/02/2002 09:00:00","04/09/2002 08:00:00","0.127","1.476","0.78","1.405","2.162","0.294","0.132","0.394","0.072","0.065",""
"PIN414","1996.0","15.0","04/09/1996 09:00:00","04/16/1996 08:00:00","0.244","0.894","1.592","0.562","2.145","0.189","","","","",""
"PIN414","2018.0","14.0","04/03/2018 09:00:00","04/10/2018 08:00:00","0.151","0.791","0.85","0.255","1.101","0.091","0.182","0.977","0.135","0.084","1.228"
"PIN414","2007.0","15.0","04/10/2007 09:00:00","04/17/2007 08:00:00","0.359","0.997","1.215","0.467","1.674","0.131","0.138","1.145","0.175","0.079","2.02"
"PIN414","1996.0","18.0","04/30/1996 09:00:00","05/07/1996 08:00:00","0.35","1.207","1.006","1.227","2.214","0.35","","","","",""
"PIN414","2000.0","15.0","04/11/2000 09:00:00","04/18/2000 08:00:00","0.2","0.786","0.493","0.414","0.901","0.186","0.083","0.275","0.045","0.04",""
"PIN414","2019.0","18.0","04/30/2019 09:00:00","05/07/2019 08:00:00","0.261","0.883","0.928","0.303","1.226","0.157","0.153","0.873","0.124","0.074","0.848"
"PIN414","2006.0","15.0","04/11/2006 09:00:00","04/18/2006 08:00:00","0.303","0.751","0.665","0.195","0.856","0.154","0.07","0.436","0.065","0.049","0.356"
"PIN414","2001.0","14.0","04/03/2001 09:00:00","04/10/2001 08:00:00","0.186","1.052","0.938","0.268","1.202","0.193","0.097","0.907","0.125","0.065",""
"PIN414","2017.0","17.0","04/25/2017 09:00:00","05/02/2017 08:00:00","0.401","0.72","0.751","0.403","1.147","0.161","0.151","0.596","0.092","0.063","0.617"
"PIN414","2006.0","16.0","04/18/2006 09:00:00","04/25/2006 08:00:00","0.303","1.268","1.734","0.725","2.448","0.282","0.19","0.986","0.153","0.086","0.948"
"PIN414","2004.0","16.0","04/13/2004 09:00:00","04/20/2004 08:00:00","0.246","0.925","0.638","0.206","0.841","0.18","0.088","0.622","0.088","0.052","0.737"
"PIN414","2014.0","17.0","04/22/2014 09:00:00","04/29/2014 08:00:00","0.259","0.874","1.027","0.286","1.309","0.16","0.131","1.042","0.139","0.069","1.251"
"PIN414","2014.0","14.0","04/01/2014 09:00:00","04/08/2014 08:00:00","0.227","0.59","0.605","0.233","0.834","0.155","0.058","0.434","0.056","0.05","0.326"
"PIN414","2009.0","17.0","04/21/2009 09:00:00","04/28/2009 08:00:00","0.297","2.512","0.652","0.545","1.188","0.271","0.176","1.726","0.244","0.121","2.304"
"PIN414","2002.0","15.0","04/09/2002 09:00:00","04/16/2002 08:00:00","0.263","0.813","0.804","1.005","1.793","0.167","0.187","0.741","0.117","0.066",""
"PIN414","2008.0","14.0","04/01/2008 09:00:00","04/08/2008 08:00:00","0.323","1.275","1.317","0.783","2.088","0.232","0.139","0.832","0.122","0.066","0.615"
"PIN414","2017.0","14.0","04/04/2017 09:00:00","04/11/2017 08:00:00","0.492","0.686","0.845","0.285","1.126","0.186","0.129","0.597","0.084","0.075","0.557"
"PIN414","2000.0","14.0","04/04/2000 09:00:00","04/11/2000 08:00:00","0.369","1.596","1.348","1.856","3.174","0.294","0.202","0.551","0.096","0.071",""
"PIN414","2019.0","14.0","04/02/2019 09:00:00","04/09/2019 08:00:00","0.111","0.348","0.313","0.16","0.47","0.082","0.061","0.175","0.031","0.038","0.12"
"PIN414","2008.0","18.0","04/29/2008 09:00:00","05/06/2008 08:00:00","0.33","2.023","1.481","0.869","2.337","0.126","0.245","1.322","0.199","0.114","0.84"
"PIN414","2005.0","17.0","04/26/2005 09:00:00","05/03/2005 08:00:00","0.301","0.849","0.526","0.872","1.384","0.246","0.083","0.174","0.037","0.038","0.019"
"PIN414","1998.0","15.0","04/07/1998 09:00:00","04/14/1998 08:00:00","0.293","0.836","0.667","0.138","0.803","0.167","","","","",""
"PIN414","2002.0","16.0","04/16/2002 09:00:00","04/23/2002 08:00:00","0.372","1.331","1.475","0.431","1.899","0.296","0.226","1.1","0.164","0.095",""
"PIN414","1999.0","16.0","04/13/1999 09:00:00","04/20/1999 08:00:00","0.423","1.214","0.783","2.085","2.836","0.345","","","","",""
"PIN414","2003.0","17.0","04/22/2003 09:00:00","04/29/2003 08:00:00","0.224","0.69","0.492","0.361","0.847","0.132","0.07","0.664","0.088","0.046",""
"PIN414","2016.0","18.0","04/26/2016 09:00:00","05/03/2016 08:00:00","0.205","0.962","0.952","0.203","1.152","0.121","0.163","1.406","0.186","0.094","1.899"
"PIN414","2009.0","16.0","04/14/2009 09:00:00","04/21/2009 08:00:00","0.325","1.014","0.628","0.437","1.058","0.224","0.147","0.847","0.129","0.077","1.27"
"PIN414","1997.0","17.0","04/22/1997 09:00:00","04/29/1997 08:00:00","0.432","0.783","1.41","0.644","2.043","0.167","","","","",""
"PIN414","2004.0","18.0","04/27/2004 09:00:00","05/04/2004 08:00:00","0.763","1.411","1.582","1.068","2.633","0.308","0.326","0.819","0.145","0.1","0.521"
"PIN414","1998.0","18.0","04/28/1998 09:00:00","05/05/1998 08:00:00","0.344","1.669","0.842","0.988","1.815","0.151","","","","",""
"PIN414","2009.0","15.0","04/07/2009 09:00:00","04/14/2009 08:00:00","0.148","0.94","0.903","0.24","1.139","0.188","0.101","0.835","0.116","0.062","1.005"
"PIN414","2013.0","15.0","04/09/2013 09:00:00","04/16/2013 08:00:00","0.193","0.855","0.952","0.389","1.334","0.079","0.179","1.563","0.211","0.1","2.296"
"PIN414","2005.0","15.0","04/12/2005 09:00:00","04/19/2005 08:00:00","0.329","0.889","1.299","0.553","1.844","0.108","0.14","1.033","0.145","0.076","1.037"
"PIN414","1996.0","17.0","04/23/1996 09:00:00","04/30/1996 08:00:00","0.651","1.227","1.693","1.528","3.196","0.259","","","","",""
"PIN414","2016.0","17.0","04/19/2016 09:00:00","04/26/2016 08:00:00","0.16","0.794","0.505","0.272","0.773","0.134","0.161","1.084","0.148","0.074","1.692"
"PIN414","2018.0","16.0","04/17/2018 09:00:00","04/24/2018 08:00:00","0.286","0.716","0.868","0.393","1.255","0.15","0.162","0.646","0.097","0.068","0.6"
"PIN414","1998.0","21.0","05/19/1998 09:00:00","05/26/1998 08:00:00","0.187","0.809","0.964","0.353","1.312","0.172","","","","",""
"PIN414","2009.0","22.0","05/26/2009 09:00:00","06/02/2009 08:00:00","0.232","1.97","1.079","1.044","2.107","0.341","0.179","0.665","0.108","0.072","0.027"
"PIN414","1997.0","21.0","05/20/1997 09:00:00","05/27/1997 08:00:00","0.352","1.255","1.324","0.672","1.985","0.227","","","","",""
"PIN414","2006.0","21.0","05/23/2006 09:00:00","05/30/2006 08:00:00","0.352","1.141","1.06","0.416","1.469","0.183","0.121","0.937","0.136","0.071","1.069"
"PIN414","2004.0","19.0","05/04/2004 09:00:00","05/11/2004 08:00:00","0.429","1.17","1.116","0.594","1.701","0.216","0.189","0.814","0.125","0.072","0.8"
"PIN414","2017.0","21.0","05/23/2017 09:00:00","05/30/2017 08:00:00","0.547","1.138","0.797","0.628","1.415","0.195","0.178","0.483","0.084","0.068","0.078"
"PIN414","2002.0","19.0","05/07/2002 09:00:00","05/14/2002 08:00:00","0.445","1.394","1.818","0.647","2.455","0.248","0.217","1.416","0.201","0.099",""
"PIN414","2002.0","21.0","05/21/2002 09:00:00","05/28/2002 08:00:00","0.421","1.225","0.864","1.292","2.136","0.309","0.106","0.443","0.067","0.045",""
"PIN414","1997.0","20.0","05/13/1997 09:00:00","05/20/1997 08:00:00","0.457","1.079","0.502","1.347","1.828","0.285","","","","",""
"PIN414","1995.0","20.0","05/16/1995 09:00:00","05/23/1995 08:00:00","0.361","1.876","1.347","1.327","2.653","0.229","","","","",""
"PIN414","2011.0","18.0","05/03/2011 09:00:00","05/10/2011 08:00:00","0.243","0.964","0.765","0.531","1.288","0.155","0.164","0.752","0.114","0.069","0.742"
"PIN414","2019.0","22.0","05/28/2019 09:00:00","06/04/2019 08:00:00","0.236","0.744","0.629","0.327","0.951","0.146","0.09","0.429","0.066","0.055","0.136"
"PIN414","2005.0","20.0","05/17/2005 09:00:00","05/24/2005 08:00:00","0.414","0.948","1.555","0.6","2.146","0.138","0.15","0.976","0.145","0.084","0.867"
